Geo Point;Geo Shape;OBJECTID;id_ref_zdl;gares_id;nom_gare;nomlong;nom_iv;num_mod;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;cod_ligf;ligne_code;indice_lig;reseau;res_com;cod_resf;res_stif;exploitant;num_psr;idf;principal;x;y
48.8751498197,2.29590490608;"{""type"": ""Point"", ""coordinates"": [2.295904906076514, 48.87514981973562]}";80;58759;152;Charles De Gaulle-Étoile;CHARLES DE GAULLE ETOILE;Charles de Gaulle Etoile;2006;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;C01371;1;1.0;1-337;1;METRO;M1;3.0;110.0;RATP;0;1;0;648356.9846;6864133.201
48.8570599663,2.34771187993;"{""type"": ""Point"", ""coordinates"": [2.347711879934218, 48.857059966289775]}";93;42587;169;Châtelet;CHATELET;Châtelet;2169;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-111057;7;METRO;M7;3.0;110.0;RATP;0;1;0;652140.1462;6862089.1146
48.8776101874,2.37081139531;"{""type"": ""Point"", ""coordinates"": [2.370811395312745, 48.87761018741784]}";101;42732;195;Colonel Fabien;COLONEL FABIEN;Colonel Fabien;2033;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102049;2;METRO;M2;3.0;110.0;RATP;0;1;0;653853.1813;6864360.3934
48.8447947646,2.29395196364;"{""type"": ""Point"", ""coordinates"": [2.293951963636534, 48.84479476461108]}";102;42734;197;Commerce;COMMERCE;Commerce;2221;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108027;8;METRO;M8;3.0;110.0;RATP;0;1;0;648183.5662;6860759.2739
48.9149497564,2.40440908743;"{""type"": ""Point"", ""coordinates"": [2.404409087427757, 48.91494975637021]}";115;47891;290;Fort d'Aubervilliers;FORT D'AUBERVILLIERS;Fort d'Aubervilliers;2187;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107027;7;METRO;M7;3.0;110.0;RATP;899932;1;0;656348.6195;6868493.2879
48.8698082202,2.30747079345;"{""type"": ""Point"", ""coordinates"": [2.30747079344783, 48.86980822019895]}";116;43026;293;Franklin D.Roosevelt;FRANKLIN-D.ROOSEVELT;Franklin-D.Roosevelt;2008;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-109049;1;METRO;M1;3.0;110.0;RATP;0;1;0;649200.0725;6863531.7539
48.9163823099,2.2946851117;"{""type"": ""Point"", ""coordinates"": [2.294685111702555, 48.91638230992209]}";118;43042;297;Gabriel Péri-Asnières-Gennevilliers;GABRIEL PERI-ASNIERES-GENNEVILLIERS;Gabriel Péri;2348;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-113075;13;METRO;M13;3.0;110.0;RATP;0;1;0;648308.4732;6868718.8268
48.8386316462,2.32249174982;"{""type"": ""Point"", ""coordinates"": [2.322491749824626, 48.83863164624486]}";119;43046;299;Gaïté;GAITE;Gaîté;2333;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114045;13;METRO;M13;3.0;110.0;RATP;0;1;0;650272.1513;6860055.6505
48.8574779825,2.35157756299;"{""type"": ""Point"", ""coordinates"": [2.351577562994996, 48.85747798252934]}";127;415851;352;Hôtel de Ville;HOTEL DE VILLE;Hôtel de Ville;2015;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101051;1;METRO;M1;3.0;110.0;RATP;0;1;0;652424.1554;6862133.2583
48.8886312178,2.24793243532;"{""type"": ""Point"", ""coordinates"": [2.247932435324861, 48.88863121777117]}";129;42962;269;Esplanade de la Défense;ESPLANADE DE LA DEFENSE;Esplanade de la Défense;2001;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101079;1;METRO;M1;3.0;110.0;RATP;0;1;0;644852.7454;6865664.6753
48.8638074378,2.34888065259;"{""type"": ""Point"", ""coordinates"": [2.348880652588475, 48.86380743778125]}";130;44970;273;Étienne Marcel;ETIENNE-MARCEL;Étienne Marcel;2085;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104049;4;METRO;M4;3.0;110.0;RATP;0;1;0;652232.0865;6862838.6691
48.8759910648,2.35788077193;"{""type"": ""Point"", ""coordinates"": [2.357880771925327, 48.875991064807195]}";138;43138;313;Gare de l'Est;GARE DE L'EST;Gare de l'Est;2081;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-327;4;METRO;M4;3.0;110.0;RATP;0;1;1;652903.3623;6864187.9922
48.8761263529,2.35804750536;"{""type"": ""Point"", ""coordinates"": [2.358047505360746, 48.876126352948894]}";139;43138;314;Gare de l'Est;GARE DE L'EST;Gare de l'Est;2112;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-327;5;METRO;M5;3.0;110.0;RATP;0;1;1;652915.7135;6864202.9359
48.843985582,2.37301421994;"{""type"": ""Point"", ""coordinates"": [2.373014219940095, 48.843985582017524]}";142;43153;317;Gare de Lyon;GARE DE LYON;Gare de Lyon;2373;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01547;;14;6.0;14-338;14;METRO;M14;3.0;110.0;RATP;686006;1;1;653985.0528;6860620.3235
48.8437354893,2.32435304116;"{""type"": ""Point"", ""coordinates"": [2.324353041157966, 48.843735489318526]}";145;43238;562;Montparnasse Bienvenüe;MONTPARNASSE;Montparnasse Bienvenüe;2318;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-285;12;METRO;M12;3.0;110.0;RATP;0;1;1;650413.6192;6860621.9732
48.8525040906,2.26817674944;"{""type"": ""Point"", ""coordinates"": [2.26817674943596, 48.85250409061289]}";151;43423;372;Jasmin;JASMIN;Jasmin;2255;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109035;9;METRO;M9;3.0;110.0;RATP;0;1;0;646299.9369;6861633.6924
48.8461236669,2.27771173983;"{""type"": ""Point"", ""coordinates"": [2.277711739827637, 48.846123666874924]}";155;45346;377;Javel-André Citroën;JAVEL;Javel-André Citroën;2271;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-315;10;METRO;M10;3.0;110.0;RATP;0;1;0;646993.0906;6860917.8132
48.8716497691,2.29352429034;"{""type"": ""Point"", ""coordinates"": [2.29352429034182, 48.87164976914353]}";160;43498;389;Kléber;KLEBER;Kléber;2149;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106083;6;METRO;M6;3.0;110.0;RATP;0;1;0;648178.897;6863745.5821
48.9207859699,2.41059861373;"{""type"": ""Point"", ""coordinates"": [2.410598613730137, 48.92078596994867]}";162;42151;412;La Courneuve 8 Mai 1945;LA COURNEUVE 8 MAI 1945;La Courneuve 8 Mai 1945;2188;Metro;0;0;0;1;0;0;0;0;0;0;M7;0;0;0;A01540;;7;13.0;7-107025;7;METRO;M7;3.0;110.0;RATP;899936;1;0;656807.0911;6869138.86
48.8914168342,2.34973840702;"{""type"": ""Point"", ""coordinates"": [2.349738407022141, 48.89141683421295]}";171;44075;511;Marcadet-Poissonniers;MARCADET-POISSONNIERS;Marcadet-Poissonniers;2077;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-112081;4;METRO;M4;3.0;110.0;RATP;0;1;0;652320.2944;6865908.132
48.8452475655,2.2616234924;"{""type"": ""Point"", ""coordinates"": [2.261623492404885, 48.84524756545477]}";178;44139;544;Michel Ange-Molitor;MICHEL-ANGE-MOLITOR;Michel-Ange-Molitor;2268;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110035;10;METRO;M10;3.0;110.0;RATP;0;1;0;645811.5379;6860831.3205
48.8471310082,2.27276375332;"{""type"": ""Point"", ""coordinates"": [2.272763753316159, 48.847131008196236]}";181;45430;547;Mirabeau;MIRABEAU;Mirabeau;2270;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110039;10;METRO;M10;3.0;110.0;RATP;0;1;0;646631.0122;6861033.1517
48.8812858119,2.36554431917;"{""type"": ""Point"", ""coordinates"": [2.365544319172476, 48.88128581185831]}";203;43823;476;Louis Blanc;LOUIS BLANC;Louis Blanc;2180;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107041;7;METRO;M7;3.0;110.0;RATP;0;1;0;653470.1684;6864772.1908
48.8619369141,2.44131094125;"{""type"": ""Point"", ""coordinates"": [2.441310941253408, 48.86193691413299]}";213;44052;492;Mairie de Montreuil;MAIRIE DE MONTREUIL;Mairie de Montreuil;2226;Metro;0;0;0;1;0;0;0;0;0;0;M9;0;0;0;A01542;;9;16.0;9-109093;9;METRO;M9;3.0;110.0;RATP;0;1;0;659011.4336;6862578.7337
48.8848962552,2.29772434648;"{""type"": ""Point"", ""coordinates"": [2.297724346480178, 48.88489625515051]}";231;44313;631;Pereire-Levallois;PEREIRE-LEVALLOIS;Pereire;2054;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-330;3;METRO;M3;3.0;110.0;RATP;0;1;0;648500.0697;6865215.7477
48.8473748787,2.39546199483;"{""type"": ""Point"", ""coordinates"": [2.395461994832739, 48.84737487872933]}";235;44191;585;Nation;NATION;Nation;2123;Metro;0;0;0;1;0;0;0;0;0;0;M6;0;0;0;A01539;;6;12.0;6-339;6;METRO;M6;3.0;110.0;RATP;0;1;0;655635.364;6860984.3345
48.8775512518,2.28316224223;"{""type"": ""Point"", ""coordinates"": [2.283162242230229, 48.877551251804235]}";238;44533;1;Porte Maillot;PORTE MAILLOT;Porte Maillot;2511;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-331;1;METRO;M1;3.0;110.0;RATP;381020;1;0;647424.8025;6864408.6314
48.883804528,2.32724341195;"{""type"": ""Point"", ""coordinates"": [2.327243411950875, 48.883804528041445]}";244;44372;648;Place de Clichy;PLACE DE CLICHY;Place de Clichy;2343;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114065;13;METRO;M13;3.0;110.0;RATP;0;1;0;650663.7014;6865075.5065
48.830927241,2.3561219388;"{""type"": ""Point"", ""coordinates"": [2.356121938797104, 48.830927241000495]}";249;44371;653;Place d'Italie;PLACE D'ITALIE;Place d'Italie;2132;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-105081;6;METRO;M6;3.0;110.0;RATP;0;1;0;652733.5032;6859178.3508
48.8646578796,2.36841002566;"{""type"": ""Point"", ""coordinates"": [2.368410025658024, 48.86465787961248]}";255;45193;602;Oberkampf;OBERKAMPF;Oberkampf;2109;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-109071;5;METRO;M5;3.0;110.0;RATP;0;1;0;653665.5406;6862921.5946
48.8978210671,2.27980958669;"{""type"": ""Point"", ""coordinates"": [2.279809586693101, 48.897821067111316]}";264;52354;668;Pont de Levallois-Bécon;PONT DE LEVALLOIS-BECON;Pont de Levallois-Bécon;2050;Metro;0;0;0;1;0;0;0;0;0;0;M3;0;0;0;A01536;;3;8.0;3-103081;3;METRO;M3;3.0;110.0;RATP;0;1;0;647199.4721;6866664.741
48.8296748438,2.23079959132;"{""type"": ""Point"", ""coordinates"": [2.23079959131722, 48.82967484383874]}";266;44481;671;Pont de Sèvres;PONT DE SEVRES;Pont de Sèvres;2262;Metro;0;0;0;1;0;0;0;0;0;0;M9;0;0;0;A01542;;9;16.0;9-109021;9;METRO;M9;3.0;110.0;RATP;899953;1;0;643532.6156;6859121.418
48.8331629295,2.40144805422;"{""type"": ""Point"", ""coordinates"": [2.401448054218978, 48.83316292950388]}";273;44512;686;Porte de Charenton;PORTE DE CHARENTON;Porte de Charenton;2197;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108075;8;METRO;M8;3.0;110.0;RATP;0;1;0;656062.6699;6859400.7586
48.8611688655,2.36721086641;"{""type"": ""Point"", ""coordinates"": [2.367210866411707, 48.8611688654878]}";281;45208;780;Saint-Sébastien-Froissart;SAINT-SEBASTIEN FROISSART;Saint-Sébastien Froissart;2207;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108055;8;METRO;M8;3.0;110.0;RATP;0;1;0;653574.4612;6862534.3482
48.8456269667,2.3095314901;"{""type"": ""Point"", ""coordinates"": [2.309531490098375, 48.84562696673931]}";287;44829;800;Sèvres-Lecourbe;SEVRES-LECOURBE;Sèvres-Lecourbe;2141;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106067;6;METRO;M6;3.0;110.0;RATP;0;1;0;649327.7178;6860841.6954
48.8692241717,2.3546037907;"{""type"": ""Point"", ""coordinates"": [2.354603790697162, 48.869224171652384]}";294;44909;837;Strasbourg-Saint-Denis;STRASBOURG-SAINT-DENIS;Strasbourg-Saint-Denis;2210;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-109067;8;METRO;M8;3.0;110.0;RATP;0;1;0;652656.8653;6863437.5212
48.8512376804,2.361985141;"{""type"": ""Point"", ""coordinates"": [2.36198514100077, 48.85123768038418]}";296;44911;842;Sully-Morland;SULLY-MORLAND;Sully-Morland;2167;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107067;7;METRO;M7;3.0;110.0;RATP;0;1;0;653182.1536;6861433.1715
48.8754744567,2.3988675939;"{""type"": ""Point"", ""coordinates"": [2.398867593898875, 48.87547445666545]}";297;44923;848;Télégraphe;TELEGRAPHE;Télégraphe;2296;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;C01381;11;3.0;11-111037;11;METRO;M11;3.0;110.0;RATP;0;1;0;655909.0691;6864106.8825
48.8885036879,2.39211369776;"{""type"": ""Point"", ""coordinates"": [2.3921136977564, 48.888503687861835]}";300;44521;694;Porte de Pantin;PORTE DE PANTIN;Porte de Pantin;2118;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105047;5;METRO;M5;3.0;110.0;RATP;899901;1;0;655424.858;6865559.4508
48.8347851581,2.40538321063;"{""type"": ""Point"", ""coordinates"": [2.405383210626771, 48.8347851580814]}";310;44532;705;Porte Dorée;PORTE DOREE;Porte Dorée;2198;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108073;8;METRO;M8;3.0;110.0;RATP;0;1;0;656352.887;6859578.9511
48.8598736244,2.37191398009;"{""type"": ""Point"", ""coordinates"": [2.371913980089996, 48.859873624370586]}";312;44641;736;Richard Lenoir;RICHARD LENOIR;Richard Lenoir;2108;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105067;5;METRO;M5;3.0;110.0;RATP;0;1;0;653918.3594;6862387.573
48.8799957944,2.39894666246;"{""type"": ""Point"", ""coordinates"": [2.398946662455969, 48.87999579436734]}";313;45617;709;Pré Saint-Gervais;PRE SAINT-GERVAIS;Pré Saint-Gervais;2360;Metro;0;0;0;1;0;0;0;0;0;0;M7bis;0;0;0;A01550;;7b;14.0;7b-117029;7b;METRO;M7bis;3.0;110.0;RATP;0;1;0;655918.6953;6864609.5836
48.8484578485,2.32778212715;"{""type"": ""Point"", ""coordinates"": [2.327782127147534, 48.84845784854178]}";326;44609;728;Rennes;RENNES;Rennes;2316;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112051;12;METRO;M12;3.0;110.0;RATP;0;1;0;650669.7472;6861144.9041
48.8670267876,2.36424799375;"{""type"": ""Point"", ""coordinates"": [2.364247993752544, 48.86702678756781]}";328;44617;730;République;REPUBLIQUE;République;2068;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-109069;3;METRO;M3;3.0;110.0;RATP;0;1;0;653362.3346;6863187.4493
48.8673844729,2.36426495043;"{""type"": ""Point"", ""coordinates"": [2.364264950425284, 48.86738447288277]}";329;44617;731;République;REPUBLIQUE;République;2110;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-109069;5;METRO;M5;3.0;110.0;RATP;0;1;0;653363.8987;6863227.2112
48.9365268526,2.35939826103;"{""type"": ""Point"", ""coordinates"": [2.359398261032671, 48.936526852586724]}";345;44859;761;Basilique de Saint-Denis;BASILIQUE DE SAINT-DENIS;Basilique de Saint-Denis;2355;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114081;13;METRO;M13;3.0;110.0;RATP;0;1;0;653069.272;6870918.4484
48.8721014421,2.40451494238;"{""type"": ""Point"", ""coordinates"": [2.404514942379104, 48.87210144213154]}";348;44864;764;Saint-Fargeau;SAINT-FARGEAU;Saint-Fargeau;2357;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01549;C01386;M3bis;9.0;3b-116033;3bis;METRO;M3bis;3.0;110.0;RATP;0;1;0;656320.4457;6863728.6864
48.8784252576,2.33759508282;"{""type"": ""Point"", ""coordinates"": [2.33759508282035, 48.878425257628614]}";350;44867;766;Saint-Georges;SAINT-GEORGES;Saint-Georges;2306;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112071;12;METRO;M12;3.0;110.0;RATP;0;1;0;651417.8007;6864470.9482
48.8395165854,2.30110751488;"{""type"": ""Point"", ""coordinates"": [2.301107514879988, 48.83951658539452]}";363;44995;877;Vaugirard (Adolphe Chériou);VAUGIRARD (ADOLPHE CHERIOU);Vaugirard;2322;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112039;12;METRO;M12;3.0;110.0;RATP;0;1;0;648703.4994;6860167.7255
48.8046881209,2.3639531966;"{""type"": ""Point"", ""coordinates"": [2.363953196602165, 48.804688120911365]}";374;47826;896;Villejuif-Léo Lagrange;VILLEJUIF-LEO LAGRANGE;Villejuif-Léo Lagrange;2158;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107097;7;METRO;M7;3.0;110.0;RATP;0;1;0;653284.8753;6856256.2281
48.8701642009,2.35049797186;"{""type"": ""Point"", ""coordinates"": [2.350497971863091, 48.87016420090055]}";1;45100;90;Bonne Nouvelle;BONNE NOUVELLE;Bonne Nouvelle;2211;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108047;8;METRO;M8;3.0;110.0;RATP;0;1;0;652356.5489;6863544.515
48.8686959778,2.34072072367;"{""type"": ""Point"", ""coordinates"": [2.340720723674096, 48.86869597784287]}";8;45101;104;Bourse;BOURSE;Bourse;2063;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103055;3;METRO;M3;3.0;110.0;RATP;0;1;0;651638.0039;6863387.2034
48.8839585735,2.33192659089;"{""type"": ""Point"", ""coordinates"": [2.33192659088504, 48.88395857351673]}";14;42337;76;Blanche;BLANCHE;Blanche;2040;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102063;2;METRO;M2;3.0;110.0;RATP;0;1;0;651007.2769;6865089.7195
48.864766845,2.3009910035;"{""type"": ""Point"", ""coordinates"": [2.300991003495584, 48.86476684497176]}";21;42182;14;Alma-Marceau;ALMA-MARCEAU;Alma-Marceau;2249;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109047;9;METRO;M9;3.0;110.0;RATP;0;1;0;648719.8026;6862975.3829
48.8755940499,2.28932258961;"{""type"": ""Point"", ""coordinates"": [2.289322589613773, 48.87559404986666]}";24;42213;25;Argentine;ARGENTINE;Argentine;2005;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101071;1;METRO;M1;3.0;110.0;RATP;0;1;0;647874.6513;6864186.9211
48.9037599302,2.39228705964;"{""type"": ""Point"", ""coordinates"": [2.392287059642348, 48.90375993017085]}";28;46492;35;Aubervilliers-Pantin (4 Chemins);AUBERVILLIERS-PANTIN (QUATRE CHEMINS);Aubervilliers Pantin Quatre Chemins;2186;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107029;7;METRO;M7;3.0;110.0;RATP;0;1;0;655450.6264;6867255.7816
48.8470195819,2.29542047803;"{""type"": ""Point"", ""coordinates"": [2.295420478027581, 48.84701958188098]}";29;42265;43;Avenue Émile Zola;AVENUE EMILE ZOLA;Avenue Émile Zola;2273;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110045;10;METRO;M10;3.0;110.0;RATP;0;1;0;648293.5441;6861005.6876
48.8534369623,2.36873657263;"{""type"": ""Point"", ""coordinates"": [2.368736572626168, 48.85343696230163]}";35;42288;55;Bastille;BASTILLE;Bastille;2106;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105071;5;METRO;M5;3.0;110.0;RATP;0;1;0;653679.5214;6861673.7301
48.8723101138,2.37670214473;"{""type"": ""Point"", ""coordinates"": [2.376702144728944, 48.87231011378309]}";39;42311;61;Belleville;BELLEVILLE;Belleville;2032;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-111045;2;METRO;M2;3.0;110.0;RATP;0;1;0;654280.5677;6863767.6337
48.8400013895,2.3795540112;"{""type"": ""Point"", ""coordinates"": [2.379554011203434, 48.840001389548114]}";41;45232;66;Bercy;BERCY;Bercy;2374;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01547;;14;6.0;14-106041;14;METRO;M14;3.0;110.0;RATP;0;1;0;654461.522;6860173.5295
48.8297905137,2.35041487201;"{""type"": ""Point"", ""coordinates"": [2.350414872010464, 48.82979051369295]}";43;45274;212;Corvisart;CORVISART;Corvisart;2133;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106051;6;METRO;M6;3.0;110.0;RATP;0;1;0;652313.5223;6859055.391
48.8690911629,2.38054258599;"{""type"": ""Point"", ""coordinates"": [2.380542585989342, 48.869091162924974]}";45;42772;220;Couronnes;COURONNES;Couronnes;2031;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102045;2;METRO;M2;3.0;110.0;RATP;0;1;0;654559.4536;6863407.4921
48.814803007,2.42237614285;"{""type"": ""Point"", ""coordinates"": [2.422376142845623, 48.81480300700046]}";63;42889;12;École Vétérinaire de Maisons-Alfort;ECOLE VETERINAIRE DE MAISONS-ALFORT;École Vétérinaire de Maisons-Alfort;2194;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108081;8;METRO;M8;3.0;110.0;RATP;0;1;0;657583.9566;6857347.8995
48.8406632293,2.32638461079;"{""type"": ""Point"", ""coordinates"": [2.326384610792846, 48.840663229299565]}";64;45313;250;Edgar Quinet;EDGAR QUINET;Edgar Quinet;2138;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106061;6;METRO;M6;3.0;110.0;RATP;0;1;0;650559.8002;6860279.0962
48.8466568513,2.35162325638;"{""type"": ""Point"", ""coordinates"": [2.351623256378513, 48.84665685125003]}";73;42435;125;Cardinal Lemoine;CARDINAL-LEMOINE;Cardinal Lemoine;2283;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110063;10;METRO;M10;3.0;110.0;RATP;0;1;0;652417.6279;6860930.0204
48.8679053449,2.31354554995;"{""type"": ""Point"", ""coordinates"": [2.313545549946741, 48.86790534489708]}";76;42531;144;Champs-Élysées-Clémenceau;CHAMPS-ELYSEES-CLEMENCEAU;Champs-Elysées-Clémenceau;2009;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101063;1;METRO;M1;3.0;110.0;RATP;0;1;0;649643.8307;6863316.2783
48.8676021452,2.31389412912;"{""type"": ""Point"", ""coordinates"": [2.313894129118469, 48.86760214521368]}";77;42531;145;Champs-Élysées-Clémenceau;CHAMPS-ELYSEES-CLEMENCEAU;Champs-Elysées-Clémenceau;2339;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-101063;13;METRO;M13;3.0;110.0;RATP;0;1;0;649669.1078;6863282.3427
48.8215957673,2.41373751752;"{""type"": ""Point"", ""coordinates"": [2.41373751751673, 48.821595767321725]}";79;42545;150;Charenton-Écoles;CHARENTON-ECOLES;Charenton-Écoles;2195;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108079;8;METRO;M8;3.0;110.0;RATP;899925;1;0;656955.2248;6858107.8489
48.8545804991,2.38556348082;"{""type"": ""Point"", ""coordinates"": [2.385563480822885, 48.85458049908101]}";84;42560;156;Charonne;CHARONNE;Charonne;2234;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109077;9;METRO;M9;3.0;110.0;RATP;0;1;0;654915.2006;6861791.1422
48.8873749106,2.3496940822;"{""type"": ""Point"", ""coordinates"": [2.349694082202741, 48.88737491055359]}";88;42585;162;Château Rouge;CHATEAU ROUGE;Château Rouge;2078;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104035;4;METRO;M4;3.0;110.0;RATP;0;1;0;652313.3429;6865458.7189
48.8575563594,2.34830889513;"{""type"": ""Point"", ""coordinates"": [2.348308895125138, 48.85755635936964]}";90;42587;165;Châtelet;CHATELET;Châtelet;2286;Metro;0;0;0;1;0;0;0;0;0;0;M11;0;0;0;A01544;;11;3.0;11-111057;11;METRO;M11;3.0;110.0;RATP;0;1;0;652184.4051;6862143.9475
48.8583823703,2.34756482975;"{""type"": ""Point"", ""coordinates"": [2.347564829748629, 48.85838237030474]}";92;42587;168;Châtelet;CHATELET;Châtelet;2087;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-111057;4;METRO;M4;3.0;110.0;RATP;0;1;0;652130.572;6862236.2436
48.8731092743,2.33345121858;"{""type"": ""Point"", ""coordinates"": [2.333451218577799, 48.87310927430917]}";95;42589;173;Chaussée d'Antin (La Fayette);CHAUSSEE D'ANTIN (LA FAYETTE);Chaussée d'Antin-La Fayette;2174;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-109059;7;METRO;M7;3.0;110.0;RATP;0;1;0;651108.8982;6863882.4057
48.8729376577,2.33347913185;"{""type"": ""Point"", ""coordinates"": [2.333479131845596, 48.872937657673795]}";96;42589;174;Chaussée d'Antin (La Fayette);CHAUSSEE D'ANTIN (LA FAYETTE);Chaussée d'Antin-La Fayette;2243;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109059;9;METRO;M9;3.0;110.0;RATP;0;1;0;651110.7845;6863863.3059
48.8549363766,2.34732131573;"{""type"": ""Point"", ""coordinates"": [2.347321315727238, 48.85493637655264]}";99;42640;188;Cité;CITE;Cité;2088;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104055;4;METRO;M4;3.0;110.0;RATP;0;1;0;652109.5385;6861853.227
