Geo Point;Geo Shape;OBJECTID;id_ref_zdl;gares_id;nom_gare;nomlong;nom_iv;num_mod;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;cod_ligf;ligne_code;indice_lig;reseau;res_com;cod_resf;res_stif;exploitant;num_psr;idf;principal;x;y
48.8662858046,2.32294341224;"{""type"": ""Point"", ""coordinates"": [2.322943412243541, 48.86628580458387]}";103;45676;199;Concorde;CONCORDE;Concorde;2010;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101061;1;METRO;M1;3.0;110.0;RATP;0;1;0;650331.6676;6863130.2462
48.866818369,2.32208284869;"{""type"": ""Point"", ""coordinates"": [2.322082848687872, 48.86681836895081]}";105;45676;201;Concorde;CONCORDE;Concorde;2216;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-101061;8;METRO;M8;3.0;110.0;RATP;0;1;0;650269.0473;6863190.0047
48.8373074946,2.29663034323;"{""type"": ""Point"", ""coordinates"": [2.296630343233871, 48.837307494582205]}";106;42751;206;Convention;CONVENTION;Convention;2323;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112037;12;METRO;M12;3.0;110.0;RATP;0;1;0;648372.7098;6859925.0172
48.8649166851,2.39898444025;"{""type"": ""Point"", ""coordinates"": [2.398984440248072, 48.864916685051824]}";121;43055;301;Gambetta;GAMBETTA;Gambetta;2072;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;C01373;3;8.0;3-103037;3;METRO;M3;3.0;110.0;RATP;0;1;0;655908.7036;6862932.8653
48.8574518326,2.35100846139;"{""type"": ""Point"", ""coordinates"": [2.351008461394824, 48.85745183264241]}";128;415851;353;Hôtel de Ville;HOTEL DE VILLE;Hôtel de Ville;2287;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;;11;3.0;11-101051;11;METRO;M11;3.0;110.0;RATP;0;1;0;652382.3765;6862130.6937
48.8429386959,2.26003290221;"{""type"": ""Point"", ""coordinates"": [2.260032902212424, 48.842938695862536]}";132;42977;278;Exelmans;EXELMANS;Exelmans;2258;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109029;9;METRO;M9;3.0;110.0;RATP;0;1;0;645692.4042;6860575.6926
48.863257945,2.36666109472;"{""type"": ""Point"", ""coordinates"": [2.36666109471649, 48.86325794496609]}";136;58727;283;Filles du Calvaire;FILLES DU CALVAIRE;Filles du Calvaire;2208;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108053;8;METRO;M8;3.0;110.0;RATP;0;1;0;653535.9904;6862766.9605
48.8460276494,2.37496291887;"{""type"": ""Point"", ""coordinates"": [2.374962918873459, 48.84602764938301]}";141;43153;962;Gare de Lyon;GARE DE LYON;Gare de Lyon;2018;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-338;1;METRO;M1;3.0;110.0;RATP;686006;1;1;654129.8636;6860846.2479
48.8795512844,2.35699516401;"{""type"": ""Point"", ""coordinates"": [2.356995164008545, 48.87955128443897]}";143;43233;318;Gare du Nord;GARE DU NORD;Gare du Nord;2080;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-384;4;METRO;M4;3.0;110.0;RATP;0;1;1;652841.632;6864584.3939
48.87080998,2.36102746692;"{""type"": ""Point"", ""coordinates"": [2.361027466917371, 48.87080998002082]}";150;43417;370;Jacques Bonsergent;JACQUES BONSERGENT;Jacques Bonsergent;2111;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105061;5;METRO;M5;3.0;110.0;RATP;0;1;0;653129.4916;6863610.0193
48.8459506666,2.35505026306;"{""type"": ""Point"", ""coordinates"": [2.355050263061039, 48.84595066664206]}";159;43493;384;Jussieu;JUSSIEU;Jussieu;2166;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-110065;7;METRO;M7;3.0;110.0;RATP;0;1;0;652668.4784;6860849.4399
48.8843987952,2.36049131853;"{""type"": ""Point"", ""coordinates"": [2.360491318526144, 48.88439879515333]}";161;43524;409;La Chapelle;LA CHAPELLE;La Chapelle;2036;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102055;2;METRO;M2;3.0;110.0;RATP;0;1;0;653102.402;6865121.3253
48.8754537705,2.32678520026;"{""type"": ""Point"", ""coordinates"": [2.326785200261765, 48.87545377046187]}";165;58566;769;Saint-Lazare;SAINT-LAZARE;Gare Saint-Lazare;2309;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-329;12;METRO;M12;3.0;110.0;RATP;0;1;1;650622.1827;6864147.2447
48.8904854538,2.35999576641;"{""type"": ""Point"", ""coordinates"": [2.359995766405675, 48.890485453847326]}";173;44113;519;Marx Dormoy;MARX DORMOY;Marx Dormoy;2300;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112083;12;METRO;M12;3.0;110.0;RATP;0;1;0;653071.5478;6865798.4225
48.8501273238,2.34805429048;"{""type"": ""Point"", ""coordinates"": [2.348054290484543, 48.85012732379642]}";174;44119;525;Maubert-Mutualité;MAUBERT-MUTUALITE;Maubert Mutualité;2282;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110061;10;METRO;M10;3.0;110.0;RATP;0;1;0;652158.9045;6861318.0602
48.8668000351,2.38338325046;"{""type"": ""Point"", ""coordinates"": [2.383383250455202, 48.86680003509802]}";175;44133;533;Ménilmontant;MENILMONTANT;Ménilmontant;2030;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102043;2;METRO;M2;3.0;110.0;RATP;0;1;0;654765.838;6863151.1043
48.8479348079,2.26421877705;"{""type"": ""Point"", ""coordinates"": [2.26421877705025, 48.84793480790043]}";176;44138;542;Michel Ange-Auteuil;MICHEL-ANGE-AUTEUIL;Michel-Ange-Auteuil;2266;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110031;10;METRO;M10;3.0;110.0;RATP;0;1;0;646004.7811;6861128.3349
48.8871839469,2.32577967481;"{""type"": ""Point"", ""coordinates"": [2.325779674806891, 48.887183946865775]}";187;43548;416;La Fourche;LA FOURCHE;La Fourche;2344;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114067;13;METRO;M13;3.0;110.0;RATP;0;1;0;650559.5701;6865452.1927
48.8487416657,2.29893091175;"{""type"": ""Point"", ""coordinates"": [2.298930911748061, 48.8487416657178]}";189;43566;421;La Motte Picquet-Grenelle;LA MOTTE-PICQUET-GRENELLE;La Motte Picquet Grenelle;2143;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106071;6;METRO;M6;3.0;110.0;RATP;0;1;0;648552.855;6861194.8727
48.8580460563,2.27415463109;"{""type"": ""Point"", ""coordinates"": [2.274154631086919, 48.858046056292]}";191;43567;423;La Muette;LA MUETTE;La Muette;2253;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109039;9;METRO;M9;3.0;110.0;RATP;0;1;0;646744.2368;6862245.8558
48.8896740712,2.3387606492;"{""type"": ""Point"", ""coordinates"": [2.338760649199276, 48.889674071188125]}";193;43600;419;Lamarck-Caulaincourt;LAMARCK-CAULAINCOURT;Lamarck-Caulaincourt;2303;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112077;12;METRO;M12;3.0;110.0;RATP;0;1;0;651513.7584;6865721.0309
48.8852161821,2.37966307748;"{""type"": ""Point"", ""coordinates"": [2.379663077480466, 48.88521618209459]}";194;45581;426;Laumière;LAUMIERE;Laumière;2116;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105051;5;METRO;M5;3.0;110.0;RATP;0;1;0;654509.0245;6865200.9983
48.8101299573,2.36226338713;"{""type"": ""Point"", ""coordinates"": [2.362263387127348, 48.81012995727392]}";195;43643;442;Le Kremlin-Bicêtre;LE KREMLIN-BICETRE;Le Kremlin-Bicêtre;2159;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107095;7;METRO;M7;3.0;110.0;RATP;0;1;0;653165.655;6856862.2879
48.8811915206,2.27168672105;"{""type"": ""Point"", ""coordinates"": [2.271686721050983, 48.88119152058607]}";200;43785;463;Les Sablons (Jardin d'acclimatation);LES SABLONS (JARDIN D'ACCLIMATATION);Les Sablons;2003;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101075;1;METRO;M1;3.0;110.0;RATP;0;1;0;646586.9079;6864821.1041
48.8887060198,2.28808363305;"{""type"": ""Point"", ""coordinates"": [2.288083633048503, 48.88870601977513]}";205;51613;478;Louise Michel;LOUISE MICHEL;Louise Michel;2052;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103077;3;METRO;M3;3.0;110.0;RATP;0;1;0;647796.9264;6865645.6998
48.8389609394,2.28270002724;"{""type"": ""Point"", ""coordinates"": [2.28270002723913, 48.83896093937201]}";206;45363;479;Lourmel;LOURMEL;Lourmel;2224;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108021;8;METRO;M8;3.0;110.0;RATP;0;1;0;647351.9234;6860118.0595
48.8700997328,2.32516410954;"{""type"": ""Point"", ""coordinates"": [2.325164109535878, 48.870099732848466]}";209;43898;487;Madeleine;MADELEINE;Madeleine;2310;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-108039;12;METRO;M12;3.0;110.0;RATP;0;1;0;650498.1966;6863552.9304
48.9033300946,2.30592414987;"{""type"": ""Point"", ""coordinates"": [2.305924149869318, 48.903330094573725]}";212;44012;491;Mairie de Clichy;MAIRIE DE CLICHY;Mairie de Clichy;2347;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-113073;13;METRO;M13;3.0;110.0;RATP;0;1;0;649119.3873;6867260.1725
48.8871348691,2.38696001714;"{""type"": ""Point"", ""coordinates"": [2.386960017135177, 48.88713486907655]}";221;44227;614;Ourcq;OURCQ;Ourcq;2117;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105049;5;METRO;M5;3.0;110.0;RATP;0;1;0;655045.7743;6865410.1669
48.8623480308,2.33649646231;"{""type"": ""Point"", ""coordinates"": [2.336496462305488, 48.862348030847805]}";222;44236;618;Palais Royal-Musée du Louvre;PALAIS ROYAL-MUSEE DU LOUVRE;Palais Royal-Musée du Louvre;2012;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101057;1;METRO;M1;3.0;110.0;RATP;0;1;0;651322.2057;6862683.9581
48.8628296728,2.3368783976;"{""type"": ""Point"", ""coordinates"": [2.336878397596705, 48.86282967278996]}";223;44236;619;Palais Royal-Musée du Louvre;PALAIS ROYAL-MUSEE DU LOUVRE;Palais Royal-Musée du Louvre;2171;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-101057;7;METRO;M7;3.0;110.0;RATP;0;1;0;651350.6754;6862737.2773
48.857448691,2.28581244413;"{""type"": ""Point"", ""coordinates"": [2.28581244413408, 48.8574486909751]}";225;45417;626;Passy;PASSY;Passy;2146;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106077;6;METRO;M6;3.0;110.0;RATP;0;1;0;647598.9541;6862171.635
48.842871275,2.31244751307;"{""type"": ""Point"", ""coordinates"": [2.312447513065986, 48.842871275006324]}";226;44273;628;Pasteur;PASTEUR;Pasteur;2320;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112043;12;METRO;M12;3.0;110.0;RATP;0;1;0;649539.0462;6860533.4239
48.8684401633,2.40156171274;"{""type"": ""Point"", ""coordinates"": [2.401561712742541, 48.868440163275466]}";228;45630;630;Pelleport;PELLEPORT;Pelleport;2358;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01549;C01386;M3bis;9.0;3b-116035;3bis;METRO;M3bis;3.0;110.0;RATP;0;1;0;656100.7414;6863323.2148
48.8339363927,2.31807828549;"{""type"": ""Point"", ""coordinates"": [2.31807828549193, 48.833936392650784]}";232;44316;636;Pernéty;PERNETY;Pernéty;2332;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114043;13;METRO;M13;3.0;110.0;RATP;0;1;0;649943.7106;6859536.3792
48.8475793675,2.39555451217;"{""type"": ""Point"", ""coordinates"": [2.395554512170687, 48.84757936747706]}";233;44191;583;Nation;NATION;Nation;2020;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-339;1;METRO;M1;3.0;110.0;RATP;0;1;0;655642.3274;6861007.0198
48.8584665494,2.38972985235;"{""type"": ""Point"", ""coordinates"": [2.389729852353504, 48.85846654943374]}";239;44332;640;Philippe Auguste;PHILIPPE AUGUSTE;Philippe Auguste;2028;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102039;2;METRO;M2;3.0;110.0;RATP;0;1;0;655224.2451;6862220.8679
48.8450615799,2.40128901983;"{""type"": ""Point"", ""coordinates"": [2.401289019827348, 48.84506157994488]}";240;44334;641;Picpus;PICPUS;Picpus;2124;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106033;6;METRO;M6;3.0;110.0;RATP;0;1;0;656061.0276;6860723.8589
48.815930763,2.37726720015;"{""type"": ""Point"", ""coordinates"": [2.377267200151936, 48.81593076304921]}";241;44343;642;Pierre Curie;PIERRE CURIE;Pierre et Marie Curie;2152;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107089;7;METRO;M7;3.0;110.0;RATP;0;1;0;654272.5743;6857498.469
48.8768063892,2.39305609332;"{""type"": ""Point"", ""coordinates"": [2.393056093323957, 48.8768063892198]}";246;44396;650;Place des Fêtes;PLACE DES FETES;Place des Fêtes;2295;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;;11;3.0;11-111039;11;METRO;M11;3.0;110.0;RATP;0;1;0;655483.9629;6864258.2457
48.831433631,2.35564364302;"{""type"": ""Point"", ""coordinates"": [2.355643643022594, 48.83143363103184]}";250;44371;654;Place d'Italie;PLACE D'ITALIE;Place d'Italie;2162;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-105081;7;METRO;M7;3.0;110.0;RATP;0;1;0;652698.8522;6859234.9421
48.8709917839,2.33198952268;"{""type"": ""Point"", ""coordinates"": [2.331989522683247, 48.8709917839485]}";259;42237;606;Opéra;OPERA;Opéra;2061;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-108041;3;METRO;M3;3.0;110.0;RATP;0;1;0;650999.694;6863647.8625
48.8847082013,2.26051507789;"{""type"": ""Point"", ""coordinates"": [2.260515077888117, 48.884708201322525]}";265;44479;669;Pont de Neuilly (Avenue de Madrid);PONT DE NEUILLY (AVENUE DE MADRID);Pont de Neuilly;2002;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101077;1;METRO;M1;3.0;110.0;RATP;0;1;0;645771.287;6865219.7485
48.8585111299,2.32315485584;"{""type"": ""Point"", ""coordinates"": [2.323154855841107, 48.858511129873776]}";289;44840;803;Solférino;SOLFERINO;Solférino;2313;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112057;12;METRO;M12;3.0;110.0;RATP;0;1;0;650339.7683;6862265.6354
48.8844208864,2.36589381994;"{""type"": ""Point"", ""coordinates"": [2.365893819935267, 48.884420886363294]}";291;44901;809;Stalingrad;STALINGRAD;Stalingrad;2114;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105055;5;METRO;M5;3.0;110.0;RATP;0;1;0;653498.5991;6865120.5866
48.8694907745,2.35439176839;"{""type"": ""Point"", ""coordinates"": [2.354391768393706, 48.86949077450188]}";293;44909;836;Strasbourg-Saint-Denis;STRASBOURG-SAINT-DENIS;Strasbourg-Saint-Denis;2083;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-109067;4;METRO;M4;3.0;110.0;RATP;0;1;0;652641.5551;6863467.2926
48.8973747955,2.32894281278;"{""type"": ""Point"", ""coordinates"": [2.328942812779893, 48.897374795529515]}";302;44525;696;Porte de Saint-Ouen;PORTE DE SAINT-OUEN;Pte de St-Ouen;2350;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;C01383;13;5.0;13-114071;13;METRO;M13;3.0;110.0;RATP;0;1;0;650801.1471;6866583.3841
48.8277955435,2.30553466965;"{""type"": ""Point"", ""coordinates"": [2.305534669653894, 48.827795543495355]}";303;44526;700;Porte de Vanves;PORTE DE VANVES;Porte de Vanves;2330;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114039;13;METRO;M13;3.0;110.0;RATP;0;1;0;649016.968;6858861.6144
48.8471584794,2.41014036797;"{""type"": ""Point"", ""coordinates"": [2.410140367974106, 48.84715847940209]}";305;44528;702;Porte de Vincennes;PORTE DE VINCENNES;Porte de Vincennes;2021;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101039;1;METRO;M1;3.0;110.0;RATP;0;1;0;656712.3513;6860952.126
48.8771748193,2.406480157;"{""type"": ""Point"", ""coordinates"": [2.406480156998485, 48.877174819305466]}";306;44529;697;Porte des Lilas;PORTE DES LILAS;Porte des Lilas;2297;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;C01381;11;3.0;11-111035;11;METRO;M11;3.0;110.0;RATP;0;1;0;656468.8342;6864291.7286
48.8695852435,2.33621884752;"{""type"": ""Point"", ""coordinates"": [2.336218847521674, 48.8695852434845]}";319;44587;719;Quatre Septembre;QUATRE SEPTEMBRE;Quatre Septembre;2062;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103057;3;METRO;M3;3.0;110.0;RATP;0;1;0;651308.6039;6863488.8496
48.8389642807,2.33075419209;"{""type"": ""Point"", ""coordinates"": [2.330754192086216, 48.83896428071055]}";322;45314;723;Raspail;RASPAIL;Raspail;2096;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104071;4;METRO;M4;3.0;110.0;RATP;0;1;0;650878.8981;6860087.4642
48.8671116386,2.36423494565;"{""type"": ""Point"", ""coordinates"": [2.364234945646939, 48.867111638584994]}";331;44617;733;République;REPUBLIQUE;République;2238;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109069;9;METRO;M9;3.0;110.0;RATP;0;1;0;653361.4534;6863196.8918
48.8822269008,2.32127492677;"{""type"": ""Point"", ""coordinates"": [2.321274926766348, 48.88222690081933]}";338;44662;746;Rome;ROME;Rome;2042;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102067;2;METRO;M2;3.0;110.0;RATP;0;1;0;650224.5081;6864903.8302
48.838427297,2.3609671677;"{""type"": ""Point"", ""coordinates"": [2.360967167698854, 48.838427296967566]}";354;44875;773;Saint-Marcel;SAINT-MARCEL;Saint-Marcel;2103;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105077;5;METRO;M5;3.0;110.0;RATP;0;1;0;653095.9282;6860009.3865
48.8531679849,2.34328597892;"{""type"": ""Point"", ""coordinates"": [2.343285978923923, 48.8531679848906]}";356;44877;776;Saint-Michel;SAINT-MICHEL;Saint-Michel;2089;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104057;4;METRO;M4;3.0;110.0;RATP;0;1;0;651811.8161;6861659.0529
48.8568713792,2.31505663732;"{""type"": ""Point"", ""coordinates"": [2.315056637317088, 48.85687137924917]}";362;45131;873;Varenne;VARENNE;Varenne;2337;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114053;13;METRO;M13;3.0;110.0;RATP;0;1;0;649744.034;6862088.4335
48.8422184136,2.32900892624;"{""type"": ""Point"", ""coordinates"": [2.329008926235402, 48.842218413613516]}";364;44997;879;Vavin;VAVIN;Vavin;2095;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104069;4;METRO;M4;3.0;110.0;RATP;0;1;0;650753.8774;6860450.3764
48.9231037797,2.28627957753;"{""type"": ""Point"", ""coordinates"": [2.286279577529782, 48.923103779666015]}";366;43693;1007;Les Agnettes-Asnières-Gennevilliers;LES AGNETTES-ASNIERES-GENNEVILLIERS;Les Agnettes;4130;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-113077;13;METRO;M13;3.0;110.0;RATP;0;1;0;647699.216;6869471.7685
48.8636109376,2.28758016253;"{""type"": ""Point"", ""coordinates"": [2.287580162529651, 48.86361093764566]}";370;44962;862;Trocadéro;TROCADERO;Trocadéro;2147;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-109043;6;METRO;M6;3.0;110.0;RATP;0;1;0;647734.8329;6862855.649
48.8643437787,2.33012987711;"{""type"": ""Point"", ""coordinates"": [2.330129877112861, 48.864343778733904]}";372;45664;864;Tuileries;TUILERIES;Tuileries;2011;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101059;1;METRO;M1;3.0;110.0;RATP;0;1;0;650857.0163;6862909.8123
48.8811500285,2.31517662622;"{""type"": ""Point"", ""coordinates"": [2.315176626220464, 48.88115002847467]}";377;45056;907;Villiers;VILLIERS;Villiers;2043;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-103067;2;METRO;M2;3.0;110.0;RATP;0;1;0;649776.2512;6864787.9506
48.8811500285,2.31517662622;"{""type"": ""Point"", ""coordinates"": [2.315176626220464, 48.88115002847467]}";378;45056;908;Villiers;VILLIERS;Villiers;2057;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103067;3;METRO;M3;3.0;110.0;RATP;0;1;0;649776.2512;6864787.9506
